factor_id,horizon,n_months,rolling_ic_3m_mean_latest,rolling_ic_3m_min,rolling_ic_3m_max,rolling_ls_3m_mean_latest,rolling_ic_6m_mean_latest,rolling_ic_6m_min,rolling_ic_6m_max,rolling_ls_6m_mean_latest,ic_positive_month_rate,ls_positive_month_rate,recent_6m_ic_mean,full_period_ic_mean,recent_vs_full_ic_delta,recent_6m_ls_mean,full_period_ls_mean,recent_vs_full_ls_delta,stability_score,stability_class,main_stability_note_zh,main_stability_note_en
q158_roc_20h,72h,25,0.016778,-0.01378,0.048793,-0.01102379,0.01127,0.006861,0.035856,-0.00855749,0.76,0.36,0.01127,0.018655,-0.007384,-0.00855749,-0.00471418,-0.0038433,76.3,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_std_20h,1h,25,-0.024135,-0.043417,-0.021547,-0.00039381,-0.022898,-0.038233,-0.022898,-0.00017836,0.0,0.48,-0.022898,-0.028741,0.005842,-0.00017836,-7.988e-05,-9.848e-05,59.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_std_20h,24h,25,-0.056349,-0.097752,-0.041626,-0.00704208,-0.060504,-0.081591,-0.050385,-0.00381569,0.0,0.44,-0.060504,-0.06761,0.007106,-0.00381569,-0.00188199,-0.00193369,53.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_std_20h,4h,25,-0.036996,-0.06066,-0.030277,-0.00145449,-0.038294,-0.054426,-0.032665,-0.00074663,0.0,0.4,-0.038294,-0.041726,0.003432,-0.00074663,-0.00030398,-0.00044265,53.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_std_20h,72h,25,-0.070412,-0.128161,-0.034321,-0.01856888,-0.074231,-0.098283,-0.065159,-0.01059568,0.08,0.32,-0.074231,-0.082244,0.008013,-0.01059568,-0.00472491,-0.00587077,48.8,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
q158_sumn_20h,1h,25,0.015668,0.014807,0.02992,0.00017582,0.017937,0.017937,0.025749,0.00017536,1.0,0.68,0.017937,0.020168,-0.002231,0.00017536,0.00010845,6.691e-05,92.5,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_sumn_20h,24h,25,0.015862,-0.01298,0.045752,0.00711829,0.024146,0.007425,0.039697,0.00409736,0.84,0.76,0.024146,0.020518,0.003628,0.00409736,0.00216405,0.00193331,90.4,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_sumn_20h,4h,25,0.022383,0.015039,0.036645,0.00092433,0.026439,0.02134,0.035145,0.00071369,0.96,0.72,0.026439,0.025366,0.001073,0.00071369,0.000474,0.00023969,93.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_sumn_20h,72h,25,0.012718,-0.017451,0.036022,0.01350753,0.010181,-0.005151,0.024812,0.00957829,0.84,0.72,0.010181,0.012273,-0.002092,0.00957829,0.00567134,0.00390695,88.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_sump_20h,1h,25,-0.015667,-0.02992,-0.014799,0.00017563,-0.017937,-0.025748,-0.017937,0.00017569,0.0,0.68,-0.017937,-0.02049,0.002552,0.00017569,0.000107,6.869e-05,63.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_sump_20h,24h,25,-0.015866,-0.045754,0.010186,0.00710765,-0.024148,-0.040852,-0.00921,0.00408964,0.16,0.68,-0.024148,-0.021485,-0.002663,0.00408964,0.00198825,0.00210139,67.1,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_sump_20h,4h,25,-0.022384,-0.037431,-0.015714,0.00092374,-0.02644,-0.035352,-0.021515,0.00071356,0.04,0.72,-0.02644,-0.025793,-0.000647,0.00071356,0.0004628,0.00025076,65.3,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_sump_20h,72h,25,-0.012717,-0.036017,0.017455,0.01348596,-0.010182,-0.027028,0.002213,0.00956599,0.16,0.68,-0.010182,-0.013978,0.003796,0.00956599,0.00480201,0.00476398,68.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_vma_20h,1h,25,0.006844,-0.000118,0.013478,-7.912e-05,0.004506,0.0044,0.01326,-0.00013266,0.88,0.36,0.004506,0.00737,-0.002864,-0.00013266,-6.405e-05,-6.861e-05,82.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_vma_20h,24h,25,-0.00157,-0.010779,0.016513,-0.00197727,-0.000828,-0.004084,0.011274,-0.00111062,0.6,0.48,-0.000828,0.003953,-0.004781,-0.00111062,-6.587e-05,-0.00104475,75.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_vma_20h,4h,25,0.006008,0.001958,0.013932,-0.00018671,0.006257,0.003866,0.010751,-0.00030753,0.8,0.44,0.006257,0.007046,-0.00079,-0.00030753,-0.0001395,-0.00016803,82.4,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_vma_20h,72h,25,-0.003531,-0.007341,0.01372,-0.00099189,-0.001112,-0.004632,0.008267,-0.00010897,0.6,0.56,-0.001112,0.002386,-0.003498,-0.00010897,-0.00025816,0.00014919,77.5,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_vstd_20h,1h,25,0.004067,-0.002414,0.014688,-0.00012201,0.003514,0.002297,0.013704,-9.687e-05,0.84,0.52,0.003514,0.006855,-0.003341,-9.687e-05,-4.338e-05,-5.349e-05,83.9,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_vstd_20h,24h,25,-0.006799,-0.011231,0.03013,-0.00091682,-0.005887,-0.005887,0.020548,-6.059e-05,0.64,0.64,-0.005887,0.00541,-0.011297,-6.059e-05,0.00031273,-0.00037332,76.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_vstd_20h,4h,25,0.001041,-0.003652,0.015262,-0.00017462,0.003934,0.002804,0.012451,-0.0001225,0.84,0.48,0.003934,0.00632,-0.002386,-0.0001225,-9.122e-05,-3.128e-05,83.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_vstd_20h,72h,25,-0.00669,-0.009825,0.032296,0.00048325,-0.002267,-0.00472,0.016847,0.00218464,0.64,0.6,-0.002267,0.006424,-0.008691,0.00218464,0.00072709,0.00145755,76.9,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_vsumd_20h,1h,25,-0.004137,-0.011503,0.000544,0.00020791,-0.002107,-0.011113,-0.002107,0.00023384,0.12,0.8,-0.002107,-0.005807,0.003699,0.00023384,9.335e-05,0.0001405,69.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_vsumd_20h,24h,25,-0.000215,-0.015774,0.006768,0.0036515,-0.003771,-0.010545,0.00177,0.00201731,0.44,0.6,-0.003771,-0.005629,0.001858,0.00201731,0.00047807,0.00153925,75.2,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
q158_vsumd_20h,4h,25,-0.005733,-0.013556,-0.000696,0.00071886,-0.005207,-0.010182,-0.001461,0.00065643,0.24,0.72,-0.005207,-0.005686,0.000479,0.00065643,0.00029,0.00036643,71.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_vsumd_20h,72h,25,0.000667,-0.012545,0.003112,0.0051513,0.00025,-0.006705,0.002019,0.00336388,0.44,0.56,0.00025,-0.002297,0.002547,0.00336388,0.00147717,0.00188671,74.4,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
q158_vsumn_20h,1h,25,0.004137,-0.000544,0.011503,-0.00020607,0.002107,0.002107,0.011037,-0.00023412,0.88,0.2,0.002107,0.005695,-0.003588,-0.00023412,-9.404e-05,-0.00014008,78.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_vsumn_20h,24h,25,0.000215,-0.006822,0.01544,-0.00351492,0.003771,-0.002237,0.009776,-0.00194366,0.56,0.36,0.003771,0.005208,-0.001438,-0.00194366,-0.00049188,-0.00145178,73.3,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_vsumn_20h,4h,25,0.005733,0.000603,0.013331,-0.00067531,0.005207,0.001497,0.010182,-0.00064198,0.68,0.28,0.005207,0.00563,-0.000423,-0.00064198,-0.00027852,-0.00036346,75.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_vsumn_20h,72h,25,-0.000667,-0.004897,0.009565,-0.00506212,-0.00025,-0.002573,0.005311,-0.00328858,0.56,0.4,-0.00025,0.001557,-0.001807,-0.00328858,-0.00179486,-0.00149372,73.9,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_vsump_20h,1h,25,-0.004137,-0.011503,0.000544,0.00020791,-0.002107,-0.011223,-0.002107,0.00023384,0.08,0.8,-0.002107,-0.006018,0.003911,0.00023384,9.177e-05,0.00014207,68.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_vsump_20h,24h,25,-0.000215,-0.016162,0.007425,0.0036515,-0.003771,-0.011217,0.001052,0.00201731,0.36,0.6,-0.003771,-0.00617,0.002399,0.00201731,0.00038995,0.00162736,72.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_vsump_20h,4h,25,-0.005733,-0.013614,-0.001021,0.00071886,-0.005207,-0.010182,-0.002217,0.00065643,0.2,0.68,-0.005207,-0.006053,0.000846,0.00065643,0.0002857,0.00037073,69.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_vsump_20h,72h,25,0.000667,-0.015431,0.002657,0.0051513,0.00025,-0.00809,0.00093,0.00336388,0.36,0.52,0.00025,-0.003259,0.00351,0.00336388,0.0010146,0.00234929,71.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_wvma_20h,1h,25,-0.004648,-0.007799,0.002264,-6.113e-05,-0.001995,-0.003908,-0.000752,-5.181e-05,0.28,0.56,-0.001995,-0.002373,0.000379,-5.181e-05,1.757e-05,-6.938e-05,69.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_wvma_20h,24h,25,-0.009867,-0.02582,0.017403,-0.00235376,-0.010211,-0.016549,0.004695,-0.00176374,0.52,0.28,-0.010211,-0.003473,-0.006738,-0.00176374,-0.00070609,-0.00105765,67.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_wvma_20h,4h,25,-0.009837,-0.016207,0.005257,-0.00020807,-0.00413,-0.008841,0.000901,-0.00030302,0.24,0.48,-0.00413,-0.004028,-0.000103,-0.00030302,-2.057e-05,-0.00028245,66.7,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_wvma_20h,72h,25,-0.010212,-0.024465,0.032784,-0.00140472,-0.007241,-0.015253,0.004197,-0.00282669,0.44,0.44,-0.007241,-0.00261,-0.004631,-0.00282669,0.0003197,-0.00314638,69.7,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
q158_klow_range,1h,25,-0.012386,-0.012855,0.007592,-0.00040524,-0.008832,-0.008832,9.3e-05,-0.00029362,0.16,0.24,-0.008832,-0.00618,-0.002653,-0.00029362,-0.00012504,-0.00016858,58.3,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
q158_klow_range,24h,25,0.004165,-0.003274,0.01178,-0.00015855,0.005176,0.000253,0.007248,-6.647e-05,0.72,0.36,0.005176,0.003489,0.001688,-6.647e-05,-0.00025301,0.00018654,78.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_klow_range,4h,25,-0.001727,-0.008919,0.012356,-0.00041445,0.000502,-0.004593,0.004531,-0.00033851,0.44,0.2,0.000502,-0.00034,0.000841,-0.00033851,-0.00020807,-0.00013044,67.2,REGIME_OR_PERIOD_DEPENDENT,因子表现依赖市场环境，建议结合市场状态使用,Factor performance is regime-dependent — use with market state overlay
q158_klow_range,72h,25,0.006521,-0.00347,0.011986,0.00148854,0.004145,-0.000798,0.005973,0.00036154,0.68,0.28,0.004145,0.002341,0.001804,0.00036154,-0.00114818,0.00150972,76.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_kmid_open,1h,25,-0.041012,-0.048441,-0.018854,-0.00016134,-0.036628,-0.045047,-0.033434,-8.186e-05,0.0,0.28,-0.036628,-0.03684,0.000212,-8.186e-05,-0.00011805,3.619e-05,55.6,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
q158_kmid_open,24h,25,-0.015655,-0.021958,-0.003341,0.00091972,-0.016696,-0.018567,-0.007484,0.00050267,0.08,0.56,-0.016696,-0.011801,-0.004895,0.00050267,0.00040214,0.00010053,61.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_kmid_open,4h,25,-0.033513,-0.039851,-0.011823,-0.00036903,-0.029132,-0.034366,-0.019205,-9.566e-05,0.0,0.44,-0.029132,-0.02831,-0.000823,-9.566e-05,-4.862e-05,-4.704e-05,58.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_kmid_open,72h,25,-0.004802,-0.013091,0.00827,0.00261696,-0.005496,-0.010371,0.002386,0.00180394,0.24,0.64,-0.005496,-0.004343,-0.001153,0.00180394,0.00147404,0.0003299,69.4,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_kmid_range,1h,25,-0.040192,-0.040192,-0.012176,-0.0002797,-0.035308,-0.036216,-0.022614,-0.00017745,0.0,0.24,-0.035308,-0.031321,-0.003987,-0.00017745,-0.00013357,-4.388e-05,52.8,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
q158_kmid_range,24h,25,-0.014556,-0.020525,-0.002231,0.00085541,-0.01474,-0.017051,-0.004015,0.0005152,0.12,0.56,-0.01474,-0.009786,-0.004954,0.0005152,0.0003779,0.0001373,62.3,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_kmid_range,4h,25,-0.031151,-0.031623,-0.012956,-0.00030298,-0.025686,-0.027614,-0.016583,1.209e-05,0.0,0.48,-0.025686,-0.022917,-0.002769,1.209e-05,4.18e-05,-2.971e-05,58.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_kmid_range,72h,25,-0.005368,-0.011923,0.005082,0.00356901,-0.005751,-0.009523,0.002421,0.00232305,0.24,0.64,-0.005751,-0.00387,-0.001881,0.00232305,0.00124147,0.00108158,69.1,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_kup_range,1h,25,0.012765,-0.004515,0.01825,-0.0002818,0.012528,-0.002758,0.015508,-0.00025999,0.84,0.2,0.012528,0.00998,0.002549,-0.00025999,-0.00015835,-0.00010165,79.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_kup_range,24h,25,-0.000491,-0.011845,0.001271,-0.00061881,-0.002248,-0.0105,-0.002248,-0.00038992,0.12,0.52,-0.002248,-0.005187,0.002939,-0.00038992,-0.00021829,-0.00017163,64.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_kup_range,4h,25,0.003062,-0.003018,0.007649,-0.00019357,0.002985,-0.001217,0.006134,-0.00018027,0.76,0.28,0.002985,0.003464,-0.000479,-0.00018027,-0.00024375,6.347e-05,78.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_kup_range,72h,25,-0.00117,-0.012882,0.002453,-0.00096792,-0.00306,-0.01151,-0.00306,-0.00086662,0.24,0.36,-0.00306,-0.006802,0.003742,-0.00086662,-0.0006352,-0.00023143,64.4,UNSTABLE_SIGN_FLIP,因子信号方向不稳定，不建议单独使用,Factor signal direction is unstable — not recommended standalone
q158_open_close_0h,1h,25,0.041012,0.018854,0.048442,0.00016357,0.036628,0.033434,0.045047,8.552e-05,1.0,0.68,0.036628,0.03684,-0.000212,8.552e-05,0.00011855,-3.303e-05,93.5,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_open_close_0h,24h,25,0.015655,0.003341,0.021959,-0.00074851,0.016697,0.007484,0.018567,-0.00041894,0.92,0.48,0.016697,0.011801,0.004895,-0.00041894,-0.00035664,-6.23e-05,87.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_open_close_0h,4h,25,0.033514,0.011823,0.039852,0.00038619,0.029132,0.019205,0.034367,0.00010417,1.0,0.56,0.029132,0.02831,0.000823,0.00010417,5.437e-05,4.981e-05,91.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_open_close_0h,72h,25,0.004802,-0.00827,0.013091,-0.00226412,0.005496,-0.002386,0.010371,-0.00162739,0.76,0.36,0.005496,0.004342,0.001153,-0.00162739,-0.00138986,-0.00023753,80.0,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_high_close_0h,1h,25,0.014605,-0.011663,0.014605,0.00078061,0.011663,-0.007348,0.011663,0.00049969,0.56,0.8,0.011663,0.002642,0.00902,0.00049969,0.00026047,0.00023922,82.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_high_close_0h,24h,25,-0.027634,-0.075765,-0.027634,0.00556417,-0.033183,-0.065176,-0.033183,0.00299614,0.0,0.6,-0.033183,-0.047852,0.014669,0.00299614,0.00156696,0.00142918,57.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_high_close_0h,4h,25,-0.006717,-0.034257,-0.006717,0.00156586,-0.011069,-0.027569,-0.011069,0.00083816,0.08,0.68,-0.011069,-0.017395,0.006326,0.00083816,0.0004497,0.00038846,66.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_high_close_0h,72h,25,-0.045556,-0.099859,-0.033088,0.01227221,-0.050192,-0.07832,-0.04695,0.00680541,0.04,0.64,-0.050192,-0.05975,0.009558,0.00680541,0.00413219,0.00267322,59.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_high_close_1h,1h,25,0.028844,-0.003354,0.032133,0.00038956,0.023418,0.013642,0.025566,0.00013752,0.88,0.44,0.023418,0.019992,0.003426,0.00013752,7.928e-05,5.825e-05,85.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_high_close_1h,24h,25,-0.004499,-0.039525,-0.002231,0.00216106,-0.006834,-0.029034,-0.006309,0.00101238,0.08,0.52,-0.006834,-0.018219,0.011385,0.00101238,0.00030643,0.00070595,62.8,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_high_close_1h,4h,25,0.017297,-0.013483,0.01823,0.00078939,0.011427,-0.002438,0.013667,0.00020741,0.76,0.6,0.011427,0.008165,0.003262,0.00020741,7.962e-05,0.00012779,84.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_high_close_1h,72h,25,-0.02234,-0.055839,-0.013228,0.00392911,-0.024901,-0.040851,-0.01832,0.0015684,0.08,0.64,-0.024901,-0.029599,0.004698,0.0015684,0.00083433,0.00073407,60.2,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_low_close_0h,1h,25,0.049919,0.039919,0.059435,-8.23e-06,0.045665,0.045665,0.057978,1.885e-05,1.0,0.64,0.045665,0.050964,-0.005299,1.885e-05,9.684e-05,-7.799e-05,90.2,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_low_close_0h,24h,25,0.04882,0.045567,0.075338,-0.00551562,0.052118,0.052118,0.068484,-0.00285652,1.0,0.4,0.052118,0.058629,-0.006511,-0.00285652,-0.00152055,-0.00133598,84.7,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_low_close_0h,4h,25,0.049254,0.042615,0.064839,-0.00048578,0.045942,0.045942,0.058328,-0.00038748,1.0,0.44,0.045942,0.051821,-0.005879,-0.00038748,-0.00013673,-0.00025075,85.9,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_low_close_0h,72h,25,0.051767,0.030349,0.089992,-0.0138846,0.05678,0.051281,0.072256,-0.00739096,0.96,0.36,0.05678,0.062091,-0.00531,-0.00739096,-0.00409843,-0.00329253,83.3,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_low_close_1h,1h,25,0.046835,0.029019,0.06314,6.048e-05,0.043046,0.042748,0.057703,3.754e-05,1.0,0.6,0.043046,0.047787,-0.004741,3.754e-05,6.467e-05,-2.713e-05,89.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_low_close_1h,24h,25,0.038986,0.034185,0.051202,-0.00449686,0.041851,0.037864,0.048735,-0.00238601,1.0,0.32,0.041851,0.042466,-0.000616,-0.00238601,-0.00120581,-0.00118019,86.1,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_low_close_1h,4h,25,0.047929,0.036811,0.062566,-0.00015477,0.044199,0.039602,0.054556,-0.00015436,1.0,0.4,0.044199,0.047017,-0.002818,-0.00015436,-7.665e-05,-7.77e-05,86.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_low_close_1h,72h,25,0.033527,0.022009,0.054096,-0.00977212,0.036278,0.032884,0.046157,-0.00573069,1.0,0.44,0.036278,0.038897,-0.002619,-0.00573069,-0.00347561,-0.00225508,87.5,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_open_close_1h,1h,25,0.039232,0.013225,0.055241,0.00019162,0.034909,0.031239,0.045606,9.118e-05,1.0,0.52,0.034909,0.036406,-0.001497,9.118e-05,7.965e-05,1.154e-05,89.7,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_open_close_1h,24h,25,0.018579,0.003806,0.027738,-0.00225389,0.020138,0.009853,0.024226,-0.00127181,0.92,0.4,0.020138,0.014985,0.005153,-0.00127181,-0.00076544,-0.00050637,85.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_open_close_1h,4h,25,0.035594,0.012494,0.045167,0.00016526,0.03091,0.020885,0.038567,-0.00012084,0.96,0.56,0.03091,0.031333,-0.000423,-0.00012084,-1.729e-05,-0.00010356,89.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_open_close_1h,72h,25,0.006065,-0.007219,0.019462,-0.00423978,0.006361,-0.00074,0.01447,-0.00300821,0.8,0.44,0.006361,0.006429,-6.9e-05,-0.00300821,-0.00207867,-0.00092953,82.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_high_close_2h,1h,25,0.028589,0.003153,0.041797,0.00025684,0.023737,0.013994,0.031518,7.054e-05,0.88,0.52,0.023737,0.022827,0.00091,7.054e-05,5.514e-05,1.54e-05,86.8,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_high_close_2h,24h,25,0.001373,-0.02925,0.009035,0.00013064,0.001449,-0.01823,0.00496,-8.578e-05,0.28,0.48,0.001449,-0.009011,0.010461,-8.578e-05,-0.00010423,1.846e-05,68.0,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
q158_high_close_2h,4h,25,0.021545,-0.00806,0.026847,0.00038215,0.017086,0.003403,0.021087,-6.868e-05,0.84,0.52,0.017086,0.014858,0.002229,-6.868e-05,-3.18e-05,-3.688e-05,85.6,STABLE_POSITIVE,因子近期表现稳定且方向一致，适合作为组合因子之一,Factor shows stable positive performance — suitable for portfolio inclusion
q158_high_close_2h,72h,25,-0.015637,-0.044344,-0.003969,0.00115175,-0.017226,-0.030304,-0.009146,7.798e-05,0.12,0.6,-0.017226,-0.020448,0.003222,7.798e-05,9.57e-05,-1.772e-05,65.6,STABLE_WEAK,因子表现基本稳定但信号偏弱，可作为辅助因子,Factor is stable but weak — consider as auxiliary signal
